Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
19:32:41.940994     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
19:32:41.958811     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
19:32:41.976531     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
19:32:41.994417     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
19:32:42.021263     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
19:32:42.038918     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
19:32:42.056744     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
19:32:42.074439     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
19:32:42.101295     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
19:32:42.119026     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
19:32:42.136781     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
19:32:42.154713     ,0.000       ,0.000       ,-0.040      ,0.000         ,2147480395    ,74.092          ,0.000         ,0.000               ,-142.490        ,0.000             ,0.000                 
