Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
10:13:54.788098     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:54.805784     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:54.832387     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:54.850157     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:54.867911     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:54.885683     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:54.912251     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:54.930216     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:54.947977     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:54.966089     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:54.992660     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:55.010584     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
10:13:55.028493     ,0.000       ,0.000       ,0.000       ,0.000         ,2147474608    ,285.469         ,0.000         ,0.000               ,0.000               ,-141.441        ,-0.000            ,-0.000                
