Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
10:27:42.156201     ,0.000       ,0.000       ,0.020       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.173917     ,0.000       ,0.000       ,0.020       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.191636     ,0.000       ,0.000       ,0.020       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.209433     ,0.000       ,0.000       ,0.020       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.236029     ,0.000       ,0.000       ,0.020       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.253852     ,0.000       ,0.000       ,0.020       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.271581     ,0.000       ,0.000       ,0.020       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.289459     ,0.000       ,0.000       ,0.020       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.316129     ,0.000       ,0.000       ,0.020       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.333863     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.351568     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.369531     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.396160     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.414083     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.431964     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.449704     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.476340     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.494185     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.511845     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.529625     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.556283     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.574022     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.591776     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.609497     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.628606     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
10:27:42.654344     ,0.000       ,0.000       ,0.000       ,-0.000        ,2147478826    ,296.191         ,0.000         ,0.000               ,-0.000              ,-142.147        ,0.000             ,0.000                 
