Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
18:43:10.646013     ,0.000       ,0.000       ,0.310       ,-0.154        ,2147476268    ,71.367          ,10.000        ,0.035               ,-140.245        ,-0.168            ,-0.276                
18:43:10.826522     ,0.000       ,0.000       ,0.330       ,-0.122        ,2147476689    ,108.369         ,-56.000       ,-0.195              ,-140.433        ,-0.035            ,-0.225                
18:43:11.006910     ,0.000       ,0.000       ,0.270       ,-0.086        ,2147477164    ,150.117         ,-110.000      ,-0.384              ,-140.775        ,0.068             ,-0.148                
18:43:11.187229     ,0.000       ,0.000       ,0.220       ,-0.048        ,2147477653    ,193.096         ,-145.000      ,-0.506              ,-141.225        ,0.133             ,-0.056                
18:43:11.367629     ,0.000       ,0.000       ,0.210       ,-0.013        ,2147478109    ,233.174         ,-150.000      ,-0.524              ,-141.679        ,0.163             ,0.032                 
18:43:11.548175     ,0.000       ,0.000       ,0.250       ,0.019         ,2147478526    ,269.824         ,-122.000      ,-0.426              ,-142.023        ,0.187             ,0.103                 
18:43:11.672510     ,0.000       ,0.000       ,0.280       ,0.050         ,2147478934    ,305.684         ,-112.000      ,-0.391              ,-142.228        ,0.184             ,0.147                 
18:43:11.853049     ,0.000       ,0.000       ,0.230       ,0.080         ,2147479330    ,340.488         ,-85.000       ,-0.297              ,-142.469        ,0.178             ,0.169                 
18:43:12.033524     ,0.000       ,0.000       ,0.190       ,0.108         ,2147479693    ,12.393          ,-70.000       ,-0.244              ,-142.668        ,0.173             ,0.177                 
18:43:12.214226     ,0.000       ,0.000       ,0.120       ,0.132         ,2147479998    ,39.199          ,-54.000       ,-0.188              ,-142.820        ,0.163             ,0.177                 
18:43:12.394601     ,0.000       ,0.000       ,0.070       ,0.148         ,2147480206    ,57.480          ,-38.000       ,-0.133              ,-142.925        ,0.163             ,0.177                 
18:43:12.579087     ,0.000       ,0.000       ,0.020       ,0.153         ,2147480280    ,63.984          ,-28.000       ,-0.098              ,-143.003        ,0.145             ,0.169                 
18:43:12.759451     ,0.000       ,0.000       ,-0.050      ,0.151         ,2147480254    ,61.699          ,-11.000       ,-0.038              ,-143.029        ,0.111             ,0.154                 
18:43:12.939840     ,0.000       ,0.000       ,-0.110      ,0.145         ,2147480178    ,55.020          ,4.000         ,0.014               ,-143.015        ,0.058             ,0.130                 
18:43:13.120178     ,0.000       ,0.000       ,-0.190      ,0.141         ,2147480119    ,49.834          ,24.000        ,0.084               ,-142.934        ,0.013             ,0.098                 
18:43:13.300688     ,0.000       ,0.000       ,-0.240      ,0.137         ,2147480073    ,45.791          ,37.000        ,0.129               ,-142.816        ,-0.007            ,0.064                 
18:43:13.486853     ,0.000       ,0.000       ,-0.260      ,0.133         ,2147480013    ,40.518          ,37.000        ,0.129               ,-142.699        ,-0.014            ,0.032                 
18:43:13.667268     ,0.000       ,0.000       ,-0.290      ,0.127         ,2147479937    ,33.838          ,31.000        ,0.108               ,-142.609        ,-0.018            ,0.006                 
18:43:13.847717     ,0.000       ,0.000       ,-0.280      ,0.119         ,2147479834    ,24.785          ,22.000        ,0.077               ,-142.548        ,-0.024            ,-0.010                
18:43:14.028098     ,0.000       ,0.000       ,-0.250      ,0.110         ,2147479719    ,14.678          ,19.000        ,0.066               ,-142.490        ,-0.032            ,-0.019                
18:43:14.208474     ,0.000       ,0.000       ,-0.250      ,0.101         ,2147479604    ,4.570           ,18.000        ,0.063               ,-142.437        ,-0.040            ,-0.026                
18:43:14.388910     ,0.000       ,0.000       ,-0.220      ,0.093         ,2147479490    ,354.551         ,22.000        ,0.077               ,-142.370        ,-0.044            ,-0.032                
18:43:14.569249     ,0.000       ,0.000       ,-0.080      ,0.088         ,2147479424    ,348.750         ,19.000        ,0.066               ,-142.315        ,-0.047            ,-0.038                
18:43:14.692947     ,0.000       ,0.000       ,-0.040      ,0.090         ,2147479450    ,351.035         ,18.000        ,0.063               ,-142.280        ,-0.042            ,-0.041                
18:43:14.873518     ,0.000       ,0.000       ,-0.010      ,0.093         ,2147479494    ,354.902         ,7.000         ,0.024               ,-142.265        ,-0.018            ,-0.038                
18:43:15.054269     ,0.000       ,0.000       ,0.020       ,0.095         ,2147479514    ,356.660         ,1.000         ,0.003               ,-142.265        ,0.000             ,-0.030                
18:43:15.234646     ,0.000       ,0.000       ,0.020       ,0.094         ,2147479506    ,355.957         ,-2.000        ,-0.007              ,-142.271        ,0.000             ,-0.030                
18:43:15.418999     ,0.000       ,0.000       ,0.020       ,0.094         ,2147479502    ,355.605         ,-7.000        ,-0.024              ,-142.294        ,0.004             ,-0.021                
18:43:15.599474     ,0.000       ,0.000       ,0.070       ,0.093         ,2147479492    ,354.727         ,-9.000        ,-0.031              ,-142.323        ,0.000             ,-0.011                
18:43:15.779882     ,0.000       ,0.000       ,0.060       ,0.093         ,2147479488    ,354.375         ,-5.000        ,-0.017              ,-142.337        ,-0.002            ,-0.003                
18:43:15.960379     ,0.000       ,0.000       ,0.070       ,0.093         ,2147479488    ,354.375         ,-2.000        ,-0.007              ,-142.340        ,-0.002            ,0.000                 
18:43:16.140858     ,0.000       ,0.000       ,0.060       ,0.092         ,2147479486    ,354.199         ,0.000         ,0.000               ,-142.341        ,-0.001            ,-0.000                
18:43:16.321255     ,0.000       ,0.000       ,0.060       ,0.092         ,2147479486    ,354.199         ,0.000         ,0.000               ,-142.341        ,-0.001            ,-0.001                
18:43:16.446076     ,0.000       ,0.000       ,0.050       ,0.092         ,2147479486    ,354.199         ,0.000         ,0.000               ,-142.341        ,-0.001            ,-0.001                
