Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
19:58:51.507740     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.525614     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.543521     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.570718     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.588467     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.606370     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.624468     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.642542     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.669269     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.687028     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.704888     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.731701     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.749462     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.767402     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.785323     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.811987     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.829704     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.847416     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.874062     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.891995     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.909707     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.927461     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.954094     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.971885     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:51.989593     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.007669     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.025744     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.052374     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.070129     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.087938     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.105854     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.132585     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.150361     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.168120     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.186010     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.212475     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.230213     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.248025     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.265873     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.292516     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.310269     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.328128     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.346115     ,0.000       ,0.000       ,0.040       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.372549     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.390299     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.408100     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.425960     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.452386     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.470371     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.488209     ,0.000       ,0.000       ,0.080       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.514652     ,0.000       ,0.000       ,0.080       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.532414     ,0.000       ,0.000       ,0.080       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.550370     ,0.000       ,0.000       ,0.080       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.568297     ,0.000       ,0.000       ,0.080       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,-0.000                
19:58:52.594839     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.001             ,0.000                 
19:58:52.612635     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.001             ,0.000                 
19:58:52.630392     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.001             ,0.000                 
19:58:52.648303     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.001             ,0.000                 
19:58:52.675289     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.693363     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.711075     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.729079     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.755488     ,0.000       ,0.000       ,0.070       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.773294     ,0.000       ,0.000       ,0.060       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.791005     ,0.000       ,0.000       ,0.060       ,0.046         ,2147481992    ,214.453         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.808895     ,0.000       ,0.000       ,0.060       ,0.046         ,2147481991    ,214.365         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.835567     ,0.000       ,0.000       ,0.060       ,0.046         ,2147481989    ,214.189         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.853435     ,0.000       ,0.000       ,0.060       ,0.046         ,2147481986    ,213.926         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.871195     ,0.000       ,0.000       ,0.060       ,0.045         ,2147481983    ,213.662         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.897788     ,0.000       ,0.000       ,-0.090      ,0.045         ,2147481977    ,213.135         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.915545     ,0.000       ,0.000       ,-0.090      ,0.045         ,2147481972    ,212.695         ,0.000         ,0.000               ,-145.316        ,0.000             ,0.000                 
19:58:52.933286     ,0.000       ,0.000       ,-0.090      ,0.044         ,2147481967    ,212.256         ,0.000         ,0.000               ,-145.317        ,0.000             ,0.000                 
19:58:52.951227     ,0.000       ,0.000       ,-0.090      ,0.044         ,2147481961    ,211.729         ,0.000         ,0.000               ,-145.317        ,0.000             ,0.000                 
19:58:52.977888     ,0.000       ,0.000       ,-0.230      ,0.043         ,2147481952    ,210.938         ,0.000         ,0.000               ,-145.318        ,-0.004            ,-0.001                
19:58:52.995755     ,0.000       ,0.000       ,-0.230      ,0.042         ,2147481944    ,210.234         ,-1.000        ,-0.010              ,-145.318        ,-0.004            ,-0.001                
19:58:53.013524     ,0.000       ,0.000       ,-0.230      ,0.042         ,2147481936    ,209.531         ,-1.000        ,-0.010              ,-145.318        ,-0.004            ,-0.001                
19:58:53.031449     ,0.000       ,0.000       ,-0.230      ,0.041         ,2147481928    ,208.828         ,0.000         ,0.000               ,-145.318        ,-0.004            ,-0.001                
19:58:53.057967     ,0.000       ,0.000       ,-0.230      ,0.040         ,2147481913    ,207.510         ,0.000         ,0.000               ,-145.318        ,-0.013            ,-0.003                
19:58:53.075794     ,0.000       ,0.000       ,-0.320      ,0.039         ,2147481902    ,206.543         ,0.000         ,0.000               ,-145.318        ,-0.013            ,-0.003                
19:58:53.093588     ,0.000       ,0.000       ,-0.320      ,0.038         ,2147481890    ,205.488         ,0.000         ,0.000               ,-145.318        ,-0.013            ,-0.003                
19:58:53.111441     ,0.000       ,0.000       ,-0.320      ,0.037         ,2147481877    ,204.346         ,0.000         ,0.000               ,-145.318        ,-0.013            ,-0.003                
19:58:53.138071     ,0.000       ,0.000       ,-0.320      ,0.036         ,2147481857    ,202.588         ,0.000         ,0.000               ,-145.317        ,-0.013            ,-0.003                
19:58:53.155892     ,0.000       ,0.000       ,-0.320      ,0.035         ,2147481843    ,201.357         ,0.000         ,0.000               ,-145.317        ,-0.013            ,-0.003                
19:58:53.173749     ,0.000       ,0.000       ,-0.330      ,0.033         ,2147481827    ,199.951         ,0.000         ,0.000               ,-145.316        ,-0.026            ,-0.008                
19:58:53.191559     ,0.000       ,0.000       ,-0.330      ,0.032         ,2147481810    ,198.457         ,0.000         ,0.000               ,-145.316        ,-0.026            ,-0.008                
19:58:53.218470     ,0.000       ,0.000       ,-0.330      ,0.030         ,2147481785    ,196.260         ,1.000         ,0.010               ,-145.315        ,-0.026            ,-0.008                
19:58:53.236207     ,0.000       ,0.000       ,-0.330      ,0.029         ,2147481766    ,194.590         ,1.000         ,0.010               ,-145.313        ,-0.026            ,-0.008                
19:58:53.254022     ,0.000       ,0.000       ,-0.330      ,0.027         ,2147481747    ,192.920         ,2.000         ,0.021               ,-145.311        ,-0.042            ,-0.017                
19:58:53.271793     ,0.000       ,0.000       ,-0.330      ,0.026         ,2147481727    ,191.162         ,3.000         ,0.031               ,-145.309        ,-0.042            ,-0.017                
19:58:53.298283     ,0.000       ,0.000       ,-0.320      ,0.023         ,2147481696    ,188.438         ,5.000         ,0.052               ,-145.304        ,-0.042            ,-0.017                
