Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
19:39:35.609503     ,0.000       ,0.000       ,0.000       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.627388     ,0.000       ,0.000       ,0.000       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.654471     ,0.000       ,0.000       ,0.000       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.672208     ,0.000       ,0.000       ,0.000       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.689912     ,0.000       ,0.000       ,0.000       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.707894     ,0.000       ,0.000       ,0.000       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.734511     ,0.000       ,0.000       ,0.000       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.752202     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.769988     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.787926     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.814558     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.832450     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.850203     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.867910     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.894582     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.912432     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.930110     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.947853     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.974484     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:35.992241     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
19:39:36.009950     ,0.000       ,0.000       ,0.020       ,0.000         ,2147480451    ,79.014          ,0.000         ,0.000               ,-142.602        ,0.000             ,0.000                 
