Time                ,Current(A)  ,Voltage(V)  ,Pressure(kg),RopeLength(m) ,EncoderValue  ,EncoderAngle(deg),MotorSpeed(rpm),MotorLinearVel(m/s) ,MotorTheoryVel(m/s) ,MotorPosition(m),RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s)
08:56:01.538632     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.556493     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.583020     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.600737     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.618482     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.645089     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.662900     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.680617     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.698400     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.725009     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.742758     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.760521     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.778427     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.805283     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
08:56:01.822955     ,0.000       ,0.000       ,-0.010      ,0.000         ,2147479025    ,313.682         ,0.000         ,0.000               ,0.000               ,-143.287        ,0.000             ,0.000                 
